ENSG00000000003	TSPAN6
ENSG00000236914	LINC01852
ENSG00000236922	LINC01378
ENSG00000236935	AP003774.4
ENSG00000236946	HNRNPA1P70
ENSG00000236947	AL139412.1
ENSG00000236953	ZDHHC20-IT1
ENSG00000236961	AL136131.2
ENSG00000236972	FABP5P1
ENSG00000236977	ANKRD44-IT1
ENSG00000236980	C3orf84
ENSG00000236986	AL157938.2
ENSG00000236990	AC025822.2
ENSG00000236991	EDRF1-AS1
ENSG00000236992	RPL12P12
ENSG00000237003	AC126124.2
ENSG00000237004	ZNRF2P1
ENSG00000237011	AL357793.2
ENSG00000237016	AC013410.1
ENSG00000237017	AC245052.4
ENSG00000237027	AL159174.1
ENSG00000237036	ZEB1-AS1
ENSG00000237037	NDUFA6-AS1
ENSG00000237039	AC018738.1
ENSG00000237049	RPL34P1
ENSG00000237054	PRMT5-AS1
ENSG00000237064	EIF3IP1
ENSG00000237065	NANOGP4
ENSG00000237070	AC005550.2
ENSG00000237077	AC105399.1
ENSG00000237080	EHMT2-AS1
ENSG00000237082	COX5BP6
ENSG00000237088	AL163193.1
ENSG00000237094	AL732372.2
ENSG00000237101	AC092809.4
ENSG00000237110	TAAR9
ENSG00000237118	CYP2F2P
ENSG00000237121	PIEZO1P2
ENSG00000237125	HAND2-AS1
ENSG00000237126	AC073254.1
ENSG00000237133	AC020594.1
ENSG00000237135	DDX10P1
ENSG00000237138	HUNK-AS1
ENSG00000237149	ZNF503-AS2
ENSG00000237152	DLEU7-AS1
ENSG00000237166	LINC01792
ENSG00000237169	RPL12P27
ENSG00000237170	RPS7P15
ENSG00000237172	B3GNT9
ENSG00000237181	AC147651.4
ENSG00000237187	NR2F1-AS1
ENSG00000237188	AC242426.2
ENSG00000237190	CDKN2AIPNL
ENSG00000237214	AL080243.2
ENSG00000237222	LINC01968
ENSG00000237233	TMEM26-AS1
ENSG00000237234	Z99289.1
ENSG00000237235	TRDD2
ENSG00000237238	BMS1P10
ENSG00000237248	LINC00987
ENSG00000237254	TRBV30
ENSG00000237262	AC068492.1
ENSG00000237264	FTH1P11
ENSG00000237272	OR51R1P
ENSG00000237273	RSL24D1P8
ENSG00000237276	ANO7L1
ENSG00000237280	AL136982.3
ENSG00000237281	CATIP-AS2
ENSG00000237286	AC004906.1
ENSG00000237294	EIF4BP9
ENSG00000237296	SMG1P1
ENSG00000237298	TTN-AS1
ENSG00000237300	MTCO1P19
ENSG00000237301	AL121992.1
ENSG00000237307	SRRM1P3
ENSG00000237310	AC008267.5
ENSG00000237311	AL034397.2
ENSG00000237320	AC019064.1
ENSG00000237329	AL356320.2
ENSG00000237336	AL445489.1
ENSG00000237341	SYP-AS1
ENSG00000237342	AL132796.1
ENSG00000237343	AC246785.3
ENSG00000237350	CDC42P6
ENSG00000237351	AL513366.1
ENSG00000237352	LINC01358
ENSG00000237356	AL365295.1
ENSG00000237357	BX088651.4
ENSG00000237359	AL354977.2
ENSG00000237372	AL606807.1
ENSG00000237373	BRWD1-IT1
ENSG00000237387	AL022329.2
ENSG00000237389	AL645634.2
ENSG00000237399	PITRM1-AS1
ENSG00000237400	AC006960.2
ENSG00000237406	NDUFA9P1
ENSG00000237412	PRSS56
ENSG00000237418	AC069257.2
ENSG00000237422	AL158071.3
ENSG00000237424	FOXD2-AS1
ENSG00000237429	BX293535.1
ENSG00000237434	AL512635.1
ENSG00000237436	CAMTA1-DT
ENSG00000237438	CECR7
ENSG00000237439	Z83839.1
ENSG00000237440	ZNF737
ENSG00000237441	RGL2
ENSG00000237453	AC096536.2
ENSG00000237456	AC104849.1
ENSG00000237461	AL359710.1
ENSG00000237471	AC073115.2
ENSG00000237476	LINC01637
ENSG00000237481	AL117350.1
ENSG00000237484	LINC01684
ENSG00000237489	C10orf143
ENSG00000237491	AL669831.5
ENSG00000237493	AC034102.1
ENSG00000237499	AL357060.1
ENSG00000237505	PKN2-AS1
ENSG00000237512	UNC5B-AS1
ENSG00000237513	AC007384.1
ENSG00000237517	DGCR5
ENSG00000237520	AL391832.1
ENSG00000237522	NONOP2
ENSG00000237525	AC012668.3
ENSG00000237529	AL137847.2
ENSG00000237531	AL672277.1
ENSG00000237541	HLA-DQA2
ENSG00000237547	IGHJ2P
ENSG00000237548	TTLL11-IT1
ENSG00000237550	RPL9P9
ENSG00000237567	Z97206.2
ENSG00000237568	AC099063.1
ENSG00000237575	PYY2
ENSG00000237576	LINC01888
ENSG00000237579	LINC01514
ENSG00000237588	AL590666.3
ENSG00000237594	AP000251.1
ENSG00000237595	AL161937.2
ENSG00000237596	AL138828.1
ENSG00000237605	AL591846.2
ENSG00000237610	OR4C50P
ENSG00000237619	OR3B1P
ENSG00000237621	OR9A1P
ENSG00000237637	FRY-AS1
ENSG00000237638	LINC02245
ENSG00000237643	AL365226.2
ENSG00000237649	KIFC1
ENSG00000237651	C2orf74
ENSG00000237655	AC073834.1
ENSG00000237667	LINC01115_2
ENSG00000237668	RPS15AP38
ENSG00000237669	HCG4P3
ENSG00000237674	GSTA7P
ENSG00000237676	RPL30P4
ENSG00000237682	AC234775.2
ENSG00000237686	AL109615.3
ENSG00000237693	IRGM
ENSG00000237702	TRBV3-1
ENSG00000237705	AC008937.2
ENSG00000237711	MTCO3P11
ENSG00000237718	AC009095.1
ENSG00000237719	Z95152.1
ENSG00000237721	AF064858.3
ENSG00000237722	MTND1P29
ENSG00000237729	AC002075.2
ENSG00000237730	AC078991.1
ENSG00000237732	AC010980.1
ENSG00000237737	DCTN1-AS1
ENSG00000237738	RNF216-IT1
ENSG00000237748	UQCRBP1
ENSG00000237749	AL034379.1
ENSG00000237753	AC079922.2
ENSG00000237758	BANF1P3
ENSG00000237765	FAM200B
ENSG00000237768	AL731563.2
ENSG00000237772	AC092620.1
ENSG00000237773	AC073332.1
ENSG00000237774	AC126615.1
ENSG00000237781	AL356356.1
ENSG00000237783	AL356441.2
ENSG00000237786	GFOD1-AS1
ENSG00000237788	AL162615.1
ENSG00000237797	AL161935.3
ENSG00000237798	AC010894.4
ENSG00000237803	LINC00211
ENSG00000237810	AC104852.1
ENSG00000237818	RPS3AP29
ENSG00000237819	AC002454.1
ENSG00000237828	PA2G4P1
ENSG00000237836	PHKA2-AS1
ENSG00000237840	FAM21FP
ENSG00000237842	AL157713.1
ENSG00000237846	AL773545.3
ENSG00000237851	AL023584.2
ENSG00000237852	AC119800.1
ENSG00000237853	NFIA-AS1
ENSG00000237854	LINC00674
ENSG00000237877	LINC01473
ENSG00000237883	DGUOK-AS1
ENSG00000237886	NALT1
ENSG00000237892	KLF7-IT1
ENSG00000237899	AL031289.1
ENSG00000237903	AC004000.1
ENSG00000237914	SIRPG-AS1
ENSG00000237927	AL078604.2
ENSG00000237938	AL450998.3
ENSG00000237940	LINC01238
ENSG00000237943	PRKCQ-AS1
ENSG00000237945	LINC00649
ENSG00000237950	AL357079.1
ENSG00000237955	AC245884.4
ENSG00000237971	AL445523.1
ENSG00000237972	TUBG1P
ENSG00000237973	MTCO1P12
ENSG00000237976	AL391069.3
ENSG00000237980	AL590648.3
ENSG00000237984	PTENP1
ENSG00000237986	CELF2-AS2
ENSG00000237988	OR2I1P
ENSG00000237989	LINC01679
ENSG00000237991	RPL35P1
ENSG00000238000	AC116347.1
ENSG00000238003	RPL10P4
ENSG00000238005	AL391832.2
ENSG00000238009	AL627309.1
ENSG00000238015	AC104837.2
ENSG00000238018	AC093110.1
ENSG00000238035	AC138035.1
ENSG00000238039	AC244197.2
ENSG00000238041	AP004245.1
ENSG00000238045	AC009133.1
ENSG00000238055	Z98742.3
ENSG00000238057	ZEB2-AS1
ENSG00000238058	AL355574.1
ENSG00000238061	AL356273.2
ENSG00000238062	SPATA3-AS1
ENSG00000238072	AC009244.1
ENSG00000238082	AC009948.2
ENSG00000238083	LRRC37A2
ENSG00000238086	PPP1R26P1
ENSG00000238098	ABCA17P
ENSG00000238099	LINC01625
ENSG00000238103	RPL9P7
ENSG00000238105	GOLGA2P5
ENSG00000238111	AC066692.1
ENSG00000238113	LINC01410
ENSG00000238121	LINC00426
ENSG00000238123	MID1IP1-AS1
ENSG00000238132	CASC4P1
ENSG00000238133	MAP3K20-AS1
ENSG00000238140	AC104170.2
ENSG00000238142	BX284668.5
ENSG00000238150	AC008753.1
ENSG00000238160	AC116366.2
ENSG00000238164	TNFRSF14-AS1
ENSG00000238165	AC007560.1
ENSG00000238168	AC137055.1
ENSG00000238171	AC068196.1
ENSG00000238172	RPS2P35
ENSG00000238173	RPL39P6
ENSG00000238180	AC017079.2
ENSG00000238184	CD81-AS1
ENSG00000238186	AL603839.2
ENSG00000238193	AC112656.1
ENSG00000238197	PAXBP1-AS1
ENSG00000238198	AL357055.3
ENSG00000238199	UBE2V2P3
ENSG00000238221	AL139095.4
ENSG00000238227	TMEM250
ENSG00000238228	OR7E7P
ENSG00000238231	AL512288.2
ENSG00000238232	AL356364.1
ENSG00000238243	OR2W3
ENSG00000238246	AC069549.1
ENSG00000238251	AL133477.1
ENSG00000238258	AL121748.2
ENSG00000238260	AL513320.1
ENSG00000238266	LINC00707
ENSG00000238270	AL591504.1
ENSG00000238273	AC108058.1
ENSG00000238279	BX470102.1
ENSG00000238280	AL133417.1
ENSG00000238287	AL603839.3
ENSG00000238304	RNU7-50P
ENSG00000238311	SNORD13E
ENSG00000238317	SNORD11
ENSG00000238372	RF01210_20
ENSG00000238390	RF01241_3
ENSG00000238406	RNU7-171P
ENSG00000238517	MIR1270
ENSG00000238523	RNU7-107P
ENSG00000238578	SNORD4A
ENSG00000238645	RF01210_28
ENSG00000238709	RNU7-56P
ENSG00000238711	RNY4P25
ENSG00000238713	RF00019_212
ENSG00000238735	RNU7-113P
ENSG00000238741	SCARNA7
ENSG00000238754	SCARNA18B
ENSG00000238825	RNU1-13P
ENSG00000238829	RNU7-45P
ENSG00000238835	SCARNA18
ENSG00000238964	RNU7-125P
ENSG00000239005	RF01225_2
ENSG00000239039	SNORD13
ENSG00000239040	RF00019_192
ENSG00000239043	SNORD127
ENSG00000239149	SNORA59A
ENSG00000239183	SNORA84
ENSG00000239207	GAPDHP39
ENSG00000239213	NCK1-AS1
ENSG00000239218	RPS20P22
ENSG00000239219	AC008040.1
ENSG00000239221	RN7SL442P
ENSG00000239246	AC008026.1
ENSG00000239247	RN7SL589P
ENSG00000239254	AC009220.2
ENSG00000239263	RBM43P1
ENSG00000239264	TXNDC5
ENSG00000239272	RPL21P10
ENSG00000239280	AC108693.1
ENSG00000239282	CASTOR1
ENSG00000239291	AC002558.1
ENSG00000239300	AC080162.1
ENSG00000239305	RNF103
ENSG00000239306	RBM14
ENSG00000239316	RN7SL11P
ENSG00000239332	LINC01119
ENSG00000239344	AC090686.1
ENSG00000239374	AC090013.1
ENSG00000239382	ALKBH6
ENSG00000239388	ASB14
ENSG00000239407	Z68871.1
ENSG00000239415	AP001469.3
ENSG00000239453	SIDT1-AS1
ENSG00000239465	AC090543.1
ENSG00000239466	RN7SL552P
ENSG00000239470	AC011979.1
ENSG00000239486	AC091390.3
ENSG00000239521	CASTOR3
ENSG00000239523	MYLK-AS1
ENSG00000239528	RPS14P8
ENSG00000239545	RN7SL822P
ENSG00000239556	AC004951.2
ENSG00000239557	AC092045.1
ENSG00000239559	RPL37P2
ENSG00000239569	KMT2E-AS1
ENSG00000239570	SETP11
ENSG00000239605	STPG4
ENSG00000239607	RN7SL573P
ENSG00000239617	AC073610.1
ENSG00000239636	AC004865.2
ENSG00000239649	MYADML
ENSG00000239653	PSMD6-AS2
ENSG00000239665	AL157392.3
ENSG00000239672	NME1
ENSG00000239679	RN7SL193P
ENSG00000239697	TNFSF12
ENSG00000239705	AL354710.2
ENSG00000239713	APOBEC3G
ENSG00000239718	HLTF-AS1
ENSG00000239719	AC004890.1
ENSG00000239736	CEACAMP3
ENSG00000239742	RN7SL672P
ENSG00000239763	AC009120.1
ENSG00000239774	AC125618.1
ENSG00000239779	WBP1
ENSG00000239789	MRPS17
ENSG00000239791	AC002310.2
ENSG00000239801	DENND6A-AS1
ENSG00000239809	AC008026.2
ENSG00000239827	SUGT1P3
ENSG00000239831	RNF7P1
ENSG00000239835	AC092910.1
ENSG00000239840	RPL23AP72
ENSG00000239857	GET4
ENSG00000239881	RPS27P25
ENSG00000239883	PARGP1
ENSG00000239884	RN7SL608P
ENSG00000239888	RN7SL792P
ENSG00000239900	ADSL
ENSG00000239911	PRKAG2-AS1
ENSG00000239917	RPS10P16
ENSG00000239920	AC104389.4
ENSG00000239922	AC092958.1
ENSG00000239941	AC108718.1
ENSG00000239946	ZBTB20-AS3
ENSG00000239948	RN7SL368P
ENSG00000239953	RN7SL273P
ENSG00000239961	LILRA4
ENSG00000239964	RN7SL748P
ENSG00000239969	AC091390.4
ENSG00000239984	RN7SL420P
ENSG00000239998	LILRA2
ENSG00000240003	RPL7P24
ENSG00000240005	AC106047.1
ENSG00000240012	SLC9A9-AS1
ENSG00000240023	AL133163.1
ENSG00000240024	LINC00888
ENSG00000240036	AC104563.1
ENSG00000240038	AMY2B
ENSG00000240048	DDX50P2
ENSG00000240053	LY6G5B
ENSG00000240057	AC078785.1
ENSG00000240063	AC069431.1
ENSG00000240065	PSMB9
ENSG00000240098	RN7SL351P
ENSG00000240132	ETF1P2
ENSG00000240135	PSMD12P
ENSG00000240137	ERICH6-AS1
ENSG00000240143	AL023653.1
ENSG00000240163	AC087385.1
ENSG00000240167	RPS7P7
ENSG00000240183	RN7SL297P
ENSG00000240184	PCDHGC3
ENSG00000240204	SMKR1
ENSG00000240207	AC080013.1
ENSG00000240211	AC092849.1
ENSG00000240216	CPHL1P
ENSG00000240219	AL512306.2
ENSG00000240225	ZNF542P
ENSG00000240230	COX19
ENSG00000240233	RN7SL587P
ENSG00000240240	BX664727.3
ENSG00000240246	AC108751.2
ENSG00000240253	FAR2P3
ENSG00000240254	B4GALT4-AS1
ENSG00000240265	AC099328.1
ENSG00000240280	TCAM1P
ENSG00000240288	GHRLOS
ENSG00000240291	AL450384.2
ENSG00000240296	AC245052.5
ENSG00000240303	ACAD11
ENSG00000240322	RN7SL481P
ENSG00000240328	AC091805.1
ENSG00000240338	AC009078.2
ENSG00000240342	RPS2P5
ENSG00000240344	PPIL3
ENSG00000240350	AC017002.3
ENSG00000240356	RPL23AP7
ENSG00000240366	RPL36AP45
ENSG00000240370	RPL13P5
ENSG00000240371	RPS4XP13
ENSG00000240376	AC010343.1
ENSG00000240392	RPL9P3
ENSG00000240395	RPL5P23
ENSG00000240401	AC012358.3
ENSG00000240403	KIR3DL2
ENSG00000240405	SAMMSON
ENSG00000240409	MTATP8P1
ENSG00000240418	AC020917.1
ENSG00000240423	LINC00636
ENSG00000240429	LRRFIP1P1
ENSG00000240435	RPS12P27
ENSG00000240445	FOXO3B
ENSG00000240449	AC005586.1
ENSG00000240454	RPL39P26
ENSG00000240457	RN7SL472P
ENSG00000240463	RPS19P3
ENSG00000240477	AC022494.1
ENSG00000240487	AC093010.1
ENSG00000240489	SETP14
ENSG00000240494	RPS12P28
ENSG00000240497	AC092919.1
ENSG00000240498	CDKN2B-AS1
ENSG00000240499	AC004594.1
ENSG00000240505	TNFRSF13B
ENSG00000240509	RPL34P18
ENSG00000240518	AC116353.1
ENSG00000240527	AL365273.1
ENSG00000240531	RPL21P123
ENSG00000240535	AC034238.1
ENSG00000240540	RPL3P9
ENSG00000240563	L1TD1
ENSG00000240567	LINC02067
ENSG00000240571	AC087071.2
ENSG00000240583	AQP1
ENSG00000240589	RN7SL258P
ENSG00000240591	AL096701.3
ENSG00000240616	RPS6P25
ENSG00000240634	AC145285.1
ENSG00000240652	AP001024.1
ENSG00000240654	C1QTNF9
ENSG00000240663	RN7SL310P
ENSG00000240668	KRT8P36
ENSG00000240674	AC106872.2
ENSG00000240682	ISY1
ENSG00000240694	PNMA2
ENSG00000240695	AC117382.1
ENSG00000240710	AL512306.3
ENSG00000240723	RN7SL382P
ENSG00000240729	AC146507.2
ENSG00000240731	AL139287.1
ENSG00000240739	AC006511.1
ENSG00000240747	KRBOX1
ENSG00000240750	RN7SL559P
ENSG00000240759	RPS27P21
ENSG00000240766	PLCXD2-AS1
ENSG00000240767	RN7SL288P
ENSG00000240770	C21orf91-OT1
ENSG00000240776	AC079944.1
ENSG00000240785	RPL36AP21
ENSG00000240790	AC073934.1
ENSG00000240808	AC126389.1
ENSG00000240809	AC026877.1
ENSG00000240823	RN7SL23P
ENSG00000240828	RPL21P4
ENSG00000240849	TMEM189
ENSG00000240853	RN7SL328P
ENSG00000240857	RDH14
ENSG00000240859	AC093627.4
ENSG00000240861	AC009153.1
ENSG00000240875	LINC00886
ENSG00000240877	RN7SL521P
ENSG00000240881	AC068472.1
ENSG00000240888	AC131210.1
ENSG00000240889	NDUFB2-AS1
ENSG00000240890	AC020633.1
ENSG00000240891	PLCXD2
ENSG00000240898	AC132942.1
ENSG00000240905	RN7SL798P
ENSG00000240914	RPL15P2
ENSG00000240929	HIST2H2BB
ENSG00000240934	AC066616.1
ENSG00000240950	AC021074.1
ENSG00000240954	RPL4P1
ENSG00000240966	RN7SL681P
ENSG00000240970	RPL23AP64
ENSG00000240972	MIF
ENSG00000241007	SEPT7P6
ENSG00000241014	AC114490.1
ENSG00000241015	TPM3P9
ENSG00000241058	NSUN6
ENSG00000241061	RPL5P1
ENSG00000241081	RPL22P2
ENSG00000241084	AL161785.3
ENSG00000241095	CYP51A1P1
ENSG00000241105	AC022730.1
ENSG00000241106	HLA-DOB
ENSG00000241111	PRICKLE2-AS1
ENSG00000241112	RPL29P14
ENSG00000241120	HMGN1P8
ENSG00000241127	YAE1D1
ENSG00000241129	RPL22P19
ENSG00000241135	LINC00881
ENSG00000241144	RN7SL728P
ENSG00000241155	ARHGAP31-AS1
ENSG00000241157	AC104763.1
ENSG00000241163	LINC00877
ENSG00000241170	AP001992.1
ENSG00000241185	RPL21P122
ENSG00000241229	RN7SL443P
ENSG00000241251	AC090525.1
ENSG00000241255	AL136126.1
ENSG00000241258	CRCP
ENSG00000241269	AC093620.1
ENSG00000241282	RPL34P33
ENSG00000241288	AC092902.2
ENSG00000241316	SUCLG2-AS1
ENSG00000241343	RPL36A
ENSG00000241350	PMS2P11
ENSG00000241352	AC007688.1
ENSG00000241357	AC092849.2
ENSG00000241360	PDXP
ENSG00000241361	SLC25A24P1
ENSG00000241367	RPL7AP23
ENSG00000241370	RPP21
ENSG00000241399	CD302
ENSG00000241400	AC022215.1
ENSG00000241404	EGFL8
ENSG00000241411	AC104619.1
ENSG00000241420	RN7SL505P
ENSG00000241431	RPL37P6
ENSG00000241468	ATP5MF
ENSG00000241472	PTPRG-AS1
ENSG00000241478	HSPA8P9
ENSG00000241489	AC244197.3
ENSG00000241490	AC093010.2
ENSG00000241493	AC018638.3
ENSG00000241494	AL355032.1
ENSG00000241506	PSMC1P1
ENSG00000241511	RPS15AP24
ENSG00000241520	AC098820.3
ENSG00000241525	AC141424.1
ENSG00000241527	CA15P1
ENSG00000241535	CBX5P1
ENSG00000241544	LINC02029
ENSG00000241547	ACTG1P20
ENSG00000241549	GUSBP2
ENSG00000241553	ARPC4
ENSG00000241560	ZBTB20-AS1
ENSG00000241612	AC114728.1
ENSG00000241627	UBQLN4P1
ENSG00000241631	RN7SL316P
ENSG00000241634	AC069499.1
ENSG00000241641	RPS23P6
ENSG00000241644	INMT
ENSG00000241657	TRBV11-2
ENSG00000241666	AL031733.2
ENSG00000241678	AC091564.1
ENSG00000241679	AC018450.1
ENSG00000241680	RPL31P49
ENSG00000241685	ARPC1A
ENSG00000241721	SUMO1P1
ENSG00000241735	FABP5P3
ENSG00000241741	RPL7AP30
ENSG00000241764	AC002467.1
ENSG00000241769	LINC00893
ENSG00000241772	AC092620.2
ENSG00000241782	AP002812.1
ENSG00000241808	RPS15AP34
ENSG00000241818	AC123768.1
ENSG00000241825	RPL7P42
ENSG00000241837	ATP5PO
ENSG00000241839	PLEKHO2
ENSG00000241852	C8orf58
ENSG00000241860	AL627309.5
ENSG00000241878	PISD
ENSG00000241886	AC112496.1
ENSG00000241889	AC079944.2
ENSG00000241907	RPS20P4
ENSG00000241911	TRBVB
ENSG00000241913	RPS29P21
ENSG00000241933	DENND6A-DT
ENSG00000241939	RN7SL517P
ENSG00000241945	PWP2
ENSG00000241954	AL021937.4
ENSG00000241959	RN7SL76P
ENSG00000241961	AC011037.1
ENSG00000241962	AC079447.1
ENSG00000241963	RN7SL655P
ENSG00000241973	PI4KA
ENSG00000241975	ELOCP19
ENSG00000241978	AKAP2
ENSG00000241983	RN7SL566P
ENSG00000241990	PRR34-AS1
ENSG00000241991	AC114982.2
ENSG00000242028	HYPK
ENSG00000242042	LINC01743
ENSG00000242048	AC093583.1
ENSG00000242060	RPS3AP49
ENSG00000242066	RN7SL214P
ENSG00000242071	RPL7AP6
ENSG00000242085	RPS20P33
ENSG00000242086	MUC20-OT1
ENSG00000242094	FOXP1-IT1
ENSG00000242110	AMACR
ENSG00000242114	MTFP1
ENSG00000242125	SNHG3
ENSG00000242137	RPL11P5
ENSG00000242142	SERBP1P3
ENSG00000242154	AC004884.2
ENSG00000242170	RN7SL329P
ENSG00000242173	ARHGDIG
ENSG00000242175	RN7SL127P
ENSG00000242193	CRYZL2P
ENSG00000242199	AC022336.1
ENSG00000242220	TCP10L
ENSG00000242247	ARFGAP3
ENSG00000242252	BGLAP
ENSG00000242256	RN7SL57P
ENSG00000242258	LINC00996
ENSG00000242259	C22orf39
ENSG00000242262	AC092597.1
ENSG00000242265	PEG10
ENSG00000242272	AK2P2
ENSG00000242276	RPL5P3
ENSG00000242282	AC108488.1
ENSG00000242290	ZBTB20-AS5
ENSG00000242294	STAG3L5P
ENSG00000242299	AC073861.1
ENSG00000242320	RPL21P126
ENSG00000242324	AL049634.1
ENSG00000242327	AC023906.1
ENSG00000242330	RN7SL683P
ENSG00000242337	TFP1
ENSG00000242338	BMS1P4_2
ENSG00000242348	RN7SL561P
ENSG00000242349	NPPA-AS1
ENSG00000242353	RPL12P30
ENSG00000242358	RPS21P4
ENSG00000242372	EIF6
ENSG00000242396	AC096536.3
ENSG00000242405	AC007537.2
ENSG00000242412	DBIL5P2
ENSG00000242435	UPK3BP1
ENSG00000242445	RPL7AP11
ENSG00000242473	KIR2DP1
ENSG00000242474	AC093627.5
ENSG00000242477	AC091429.1
ENSG00000242479	AC109992.1
ENSG00000242485	MRPL20
ENSG00000242493	RN7SL37P
ENSG00000242498	ARPIN
ENSG00000242507	FO393401.2
ENSG00000242516	LINC00960
ENSG00000242522	KLHL6-AS1
ENSG00000242531	AC083798.1
ENSG00000242539	AC007620.2
ENSG00000242550	SERPINB10
ENSG00000242551	POU5F1P6
ENSG00000242571	RPL21P11
ENSG00000242574	HLA-DMB
ENSG00000242588	AC108010.1
ENSG00000242598	MED28P8
ENSG00000242607	RPS3AP34
ENSG00000242609	AC105265.2
ENSG00000242612	DECR2
ENSG00000242616	GNG10
ENSG00000242622	AC092910.3
ENSG00000242628	AC009228.1
ENSG00000242640	RPS29P11
ENSG00000242657	RN7SL581P
ENSG00000242659	AC108693.2
ENSG00000242661	RPS3AP43
ENSG00000242683	RPL12P21
ENSG00000242689	CNTF
ENSG00000242696	RN7SL40P
ENSG00000242697	RPL5P12
ENSG00000242706	RPS27AP9
ENSG00000242715	CCDC169
ENSG00000242732	RTL5
ENSG00000242736	TRBV1
ENSG00000242737	AC012170.1
ENSG00000242747	AC090515.1
ENSG00000242756	RHOT1P3
ENSG00000242767	ZBTB20-AS4
ENSG00000242779	ZNF702P
ENSG00000242781	LINC02050
ENSG00000242797	GLYCTK-AS1
ENSG00000242798	AC073842.2
ENSG00000242802	AP5Z1
ENSG00000242808	SOX2-OT
ENSG00000242814	AC113398.1
ENSG00000242818	RN7SL846P
ENSG00000242828	AC068756.1
ENSG00000242829	RPS26P21
ENSG00000242852	ZNF709
ENSG00000242853	RN7SL749P
ENSG00000242858	AC020899.1
ENSG00000242861	AL591895.1
ENSG00000242931	RPL7P49
ENSG00000242941	RPL12P7
ENSG00000242950	ERVW-1
ENSG00000242951	AC007182.2
ENSG00000242952	RPSAP3
ENSG00000242958	AC040975.1
ENSG00000242960	FTH1P23
ENSG00000242968	AC096992.1
ENSG00000242970	AC068522.1
ENSG00000242971	RN7SL233P
ENSG00000242992	FTH1P4
ENSG00000242999	RN7SL239P
ENSG00000243007	RPL12P35
ENSG00000243008	AL359538.1
ENSG00000243012	LINC02083
ENSG00000243014	PTMAP8
ENSG00000243024	RPS11P6
ENSG00000243033	GAPDHP47
ENSG00000243038	AL117692.1
ENSG00000243051	RN7SL269P
ENSG00000243055	GK-AS1
ENSG00000243056	EIF4EBP3
ENSG00000243064	ABCC13
ENSG00000243071	AC107032.1
ENSG00000243075	RN7SL519P
ENSG00000243094	AC079203.1
ENSG00000243103	RN7SL452P
ENSG00000243107	AC000120.1
ENSG00000243137	PSG4
ENSG00000243144	AC079760.2
ENSG00000243147	MRPL33
ENSG00000243150	AC106707.1
ENSG00000243155	AL162431.2
ENSG00000243156	MICAL3
ENSG00000243175	RPSAP36
ENSG00000243176	AC092944.1
ENSG00000243181	AC087343.1
ENSG00000243199	AC115223.1
ENSG00000243224	AC006252.1
ENSG00000243243	AC073130.2
ENSG00000243244	STON1
ENSG00000243279	PRAF2
ENSG00000243280	AC093663.2
ENSG00000243302	AC018638.4
ENSG00000243313	RN7SL285P
ENSG00000243314	AC106707.2
ENSG00000243316	GUCY2GP
ENSG00000243317	STMP1
ENSG00000243319	FGF14-IT1
ENSG00000243323	PTPRVP
ENSG00000243333	RN7SL174P
ENSG00000243335	KCTD7
ENSG00000243347	LINC02045
ENSG00000243349	AL358394.2
ENSG00000243364	EFNA4
ENSG00000243368	MCCC1-AS1
ENSG00000243385	AC094085.1
ENSG00000243389	AC012442.2
ENSG00000243398	RN7SL141P
ENSG00000243403	AC090543.2
ENSG00000243404	RPL35AP32
ENSG00000243406	MRPS31P5
ENSG00000243410	PSMD6-AS1
ENSG00000243414	TICAM2
ENSG00000243417	AC023424.2
ENSG00000243422	RPL23AP49
ENSG00000243423	AC004223.1
ENSG00000243433	AC010973.1
ENSG00000243444	PALM2
ENSG00000243445	AC106820.1
ENSG00000243449	C4orf48
ENSG00000243468	INGX
ENSG00000243477	NAT6
ENSG00000243488	RN7SL337P
ENSG00000243504	RPS23P1
ENSG00000243514	RPL32P33
ENSG00000243517	AC024940.3
ENSG00000243519	IGLVIVOR22-2
ENSG00000243544	RN7SL172P
ENSG00000243547	HNRNPKP4
ENSG00000243554	AC004967.1
ENSG00000243566	UPK3B
ENSG00000243568	AC020779.1
ENSG00000243609	RPS2P44
ENSG00000243613	AL513523.4
ENSG00000243629	LINC00880
ENSG00000243641	OR13C7
ENSG00000243646	IL10RB
ENSG00000243649	CFB
ENSG00000243650	RN7SL834P
ENSG00000243659	FO393419.3
ENSG00000243660	ZNF487
ENSG00000243663	RPS4XP14
ENSG00000243667	WDR92
ENSG00000243678	NME2
ENSG00000243679	AC018638.5
ENSG00000243680	RPL37P23
ENSG00000243696	AC006254.1
ENSG00000243701	DUBR
ENSG00000243702	RN7SL638P
ENSG00000243710	CFAP57
ENSG00000243711	RPL21P116
ENSG00000243716	NPIPB5
ENSG00000243725	TTC4
ENSG00000243742	RPLP0P2
ENSG00000243753	HLA-L
ENSG00000243759	ST13P15
ENSG00000243761	AC023194.2
ENSG00000243762	AC006547.2
ENSG00000243772	KIR2DL3
ENSG00000243789	JMJD7
ENSG00000243797	AC004917.1
ENSG00000243802	AC090589.1
ENSG00000243806	RPL7P18
ENSG00000243811	APOBEC3D
ENSG00000243819	RN7SL832P
ENSG00000243829	AC011495.1
ENSG00000243836	WDR86-AS1
ENSG00000243845	RN7SL30P
ENSG00000243859	RPL5P17
